Plate,Repeat,Well,Type,Time,Absorbance @ 405 (0.1s) (A),label
1,27,C09,M,00:36:34.64,0.158,C2
1,27,C10,M,00:36:35.53,0.310,D2
1,27,C11,M,00:36:36.42,0.311,D2
1,27,C12,M,00:36:37.31,0.317,D2
1,27,D01,M,00:36:40.64,0.304,D3
1,27,D02,M,00:36:41.53,0.292,D3
1,27,D03,M,00:36:42.42,0.290,D3
1,27,D04,M,00:36:43.31,0.269,A3
1,27,D05,M,00:36:44.20,0.267,A3
1,27,D06,M,00:36:45.09,0.273,A3
1,28,A01,M,00:37:23.63,0.077,GSH 0
1,28,A02,M,00:37:24.53,0.195,GSH 8
1,28,A03,M,00:37:25.42,0.332,GSH 16
1,28,A04,M,00:37:26.31,0.531,GSH 24
1,28,A05,M,00:37:27.20,0.746,GSH 32
1,28,A06,M,00:37:28.09,0.985,GSH 40
1,28,A07,M,00:37:28.97,0.323,PC 2
1,28,A08,M,00:37:29.86,0.137,PC 10
1,28,A09,M,00:37:30.75,0.309,PC 20
1,28,A10,M,00:37:31.64,0.339,A1
1,28,A11,M,00:37:32.53,0.332,A1
1,28,A12,M,00:37:33.42,0.348,A1
1,28,B01,M,00:37:36.75,0.327,A2
1,28,B02,M,00:37:37.64,0.339,A2
1,28,B03,M,00:37:38.53,0.341,A2
1,28,B04,M,00:37:39.42,0.259,B1
1,28,B05,M,00:37:40.31,0.246,B1
1,28,B06,M,00:37:41.20,0.250,B1
1,28,B07,M,00:37:42.09,0.298,B2
1,28,B08,M,00:37:42.97,0.257,B2
1,28,B09,M,00:37:43.86,0.251,B2
1,28,B10,M,00:37:44.75,0.229,B3
1,28,B11,M,00:37:45.64,0.269,B3
1,28,B12,M,00:37:46.53,0.201,B3
1,28,C01,M,00:37:49.86,0.209,B4
1,28,C02,M,00:37:50.75,0.299,B4
1,28,C03,M,00:37:51.64,0.204,B4
1,28,C04,M,00:37:52.53,0.190,C1
1,28,C05,M,00:37:53.42,0.159,C1
1,28,C06,M,00:37:54.31,0.160,C1
1,28,C07,M,00:37:55.20,0.172,C2
1,28,C08,M,00:37:56.08,0.160,C2
1,28,C09,M,00:37:56.97,0.159,C2
1,28,C10,M,00:37:57.86,0.315,D2
1,28,C11,M,00:37:58.75,0.315,D2
1,28,C12,M,00:37:59.64,0.321,D2
1,28,D01,M,00:38:02.97,0.309,D3
1,28,D02,M,00:38:03.86,0.296,D3
1,28,D03,M,00:38:04.75,0.294,D3
1,28,D04,M,00:38:05.64,0.272,A3
1,28,D05,M,00:38:06.53,0.270,A3
1,28,D06,M,00:38:07.42,0.276,A3
1,29,A01,M,00:38:46.07,0.077,GSH 0
1,29,A02,M,00:38:46.97,0.195,GSH 8
1,29,A03,M,00:38:47.86,0.331,GSH 16
1,29,A04,M,00:38:48.75,0.528,GSH 24
1,29,A05,M,00:38:49.64,0.743,GSH 32
1,29,A06,M,00:38:50.53,0.981,GSH 40
1,29,A07,M,00:38:51.42,0.327,PC 2
1,29,A08,M,00:38:52.31,0.138,PC 10
1,29,A09,M,00:38:53.20,0.314,PC 20
1,29,A10,M,00:38:54.08,0.342,A1
1,29,A11,M,00:38:54.97,0.334,A1
1,29,A12,M,00:38:55.86,0.350,A1
1,29,B01,M,00:38:59.20,0.332,A2
1,29,B02,M,00:39:00.08,0.342,A2
1,29,B03,M,00:39:00.97,0.343,A2
1,29,B04,M,00:39:01.86,0.261,B1
1,29,B05,M,00:39:02.75,0.248,B1
1,29,B06,M,00:39:03.64,0.251,B1
1,29,B07,M,00:39:04.53,0.300,B2
1,29,B08,M,00:39:05.42,0.258,B2
1,29,B09,M,00:39:06.31,0.253,B2
1,29,B10,M,00:39:07.20,0.230,B3
1,29,B11,M,00:39:08.08,0.272,B3
1,29,B12,M,00:39:08.97,0.203,B3
1,29,C01,M,00:39:12.31,0.210,B4
1,29,C02,M,00:39:13.20,0.301,B4
1,29,C03,M,00:39:14.08,0.206,B4
1,29,C04,M,00:39:14.97,0.191,C1
1,29,C05,M,00:39:15.86,0.160,C1
1,29,C06,M,00:39:16.75,0.161,C1
1,29,C07,M,00:39:17.64,0.173,C2
1,29,C08,M,00:39:18.53,0.161,C2
1,29,C09,M,00:39:19.42,0.160,C2
1,29,C10,M,00:39:20.31,0.319,D2
1,29,C11,M,00:39:21.20,0.320,D2
1,29,C12,M,00:39:22.08,0.326,D2
1,29,D01,M,00:39:25.42,0.315,D3
1,29,D02,M,00:39:26.31,0.302,D3
1,29,D03,M,00:39:27.19,0.300,D3
1,29,D04,M,00:39:28.08,0.275,A3
1,29,D05,M,00:39:28.97,0.273,A3
1,29,D06,M,00:39:29.86,0.279,A3
1,30,A01,M,00:40:08.52,0.077,GSH 0
1,30,A02,M,00:40:09.42,0.194,GSH 8
1,30,A03,M,00:40:10.31,0.330,GSH 16
1,30,A04,M,00:40:11.19,0.527,GSH 24
1,30,A05,M,00:40:12.08,0.741,GSH 32
1,30,A06,M,00:40:12.97,0.979,GSH 40
1,30,A07,M,00:40:13.86,0.332,PC 2
1,30,A08,M,00:40:14.75,0.140,PC 10
1,30,A09,M,00:40:15.64,0.318,PC 20
1,30,A10,M,00:40:16.53,0.345,A1
1,30,A11,M,00:40:17.42,0.338,A1
1,30,A12,M,00:40:18.31,0.353,A1
1,30,B01,M,00:40:21.64,0.333,A2
1,30,B02,M,00:40:22.53,0.345,A2
1,30,B03,M,00:40:23.42,0.345,A2
1,30,B04,M,00:40:24.30,0.262,B1
1,30,B05,M,00:40:25.19,0.249,B1
1,30,B06,M,00:40:26.08,0.252,B1
1,30,B07,M,00:40:26.97,0.302,B2
1,30,B08,M,00:40:27.86,0.259,B2
1,30,B09,M,00:40:28.75,0.254,B2
1,30,B10,M,00:40:29.64,0.232,B3
1,30,B11,M,00:40:30.53,0.271,B3
1,30,B12,M,00:40:31.42,0.204,B3
1,30,C01,M,00:40:34.75,0.211,B4
1,30,C02,M,00:40:35.64,0.304,B4
1,30,C03,M,00:40:36.53,0.207,B4
1,30,C04,M,00:40:37.42,0.196,C1
1,30,C05,M,00:40:38.30,0.161,C1
1,30,C06,M,00:40:39.19,0.162,C1
1,30,C07,M,00:40:40.08,0.175,C2
1,30,C08,M,00:40:40.97,0.163,C2
1,30,C09,M,00:40:41.86,0.160,C2
1,30,C10,M,00:40:42.75,0.323,D2
1,30,C11,M,00:40:43.64,0.324,D2
1,30,C12,M,00:40:44.53,0.331,D2
1,30,D01,M,00:40:47.86,0.321,D3
1,30,D02,M,00:40:48.75,0.307,D3
1,30,D03,M,00:40:49.64,0.305,D3
1,30,D04,M,00:40:50.53,0.278,A3
1,30,D05,M,00:40:51.42,0.276,A3
1,30,D06,M,00:40:52.30,0.281,A3
