Plate,Repeat,Well,Type,Time,Absorbance @ 570 (1.0s) (A)
1,1,F01,M,00:01:24.43,1.176
1,1,F02,M,00:01:25.32,1.293
1,1,F03,M,00:01:26.21,1.037
1,1,F04,M,00:01:27.10,1.097
1,1,F05,M,00:01:27.98,1.271
1,1,F06,M,00:01:28.87,1.200
1,1,F07,M,00:01:29.76,0.789
1,1,F08,M,00:01:30.65,0.970
1,1,F09,M,00:01:31.54,0.712
1,1,F10,M,00:01:32.43,1.258
1,1,F11,M,00:01:33.32,1.187
1,1,F12,M,00:01:34.21,1.213
1,1,G01,M,00:01:37.54,0.849
1,1,G02,M,00:01:38.43,0.688
1,1,G03,M,00:01:39.32,0.710
1,1,G04,M,00:01:40.21,1.055
1,1,G05,M,00:01:41.10,1.147
1,1,G06,M,00:01:41.98,1.220
1,1,G07,M,00:01:42.87,1.294
1,1,G08,M,00:01:43.76,1.220
1,1,G09,M,00:01:44.65,1.151
1,1,G10,M,00:01:45.54,1.127
1,1,G11,M,00:01:46.43,1.219
1,1,G12,M,00:01:47.32,1.014
1,1,H01,M,00:01:50.65,1.083
1,1,H02,M,00:01:51.54,1.040
1,1,H04,M,00:01:52.52,0.994
1,2,A01,M,00:02:11.31,1.223
1,2,A02,M,00:02:12.21,1.038
1,2,A03,M,00:02:13.10,1.227
1,2,A04,M,00:02:13.98,1.154
1,2,A05,M,00:02:14.87,1.186
1,2,A06,M,00:02:15.76,1.169
1,2,A07,M,00:02:16.65,1.005
1,2,A08,M,00:02:17.54,1.074
1,2,A09,M,00:02:18.43,1.062
1,2,A10,M,00:02:19.32,0.901
1,2,A11,M,00:02:20.21,0.909
1,2,A12,M,00:02:21.10,0.921
1,2,B01,M,00:02:24.43,0.873
1,2,B02,M,00:02:25.32,0.849
1,2,B03,M,00:02:26.21,0.832
1,2,B04,M,00:02:27.10,0.759
1,2,B05,M,00:02:27.98,0.767
1,2,B06,M,00:02:28.87,0.753
1,2,B07,M,00:02:29.76,0.698
1,2,B08,M,00:02:30.65,0.702
1,2,B09,M,00:02:31.54,0.704
1,2,B10,M,00:02:32.43,0.623
1,2,B11,M,00:02:33.32,0.636
1,2,B12,M,00:02:34.21,0.650
1,2,C01,M,00:02:37.54,0.921
1,2,C02,M,00:02:38.43,1.007
1,2,C03,M,00:02:39.32,0.939
1,2,C04,M,00:02:40.21,1.039
1,2,C05,M,00:02:41.09,1.066
1,2,C06,M,00:02:41.98,1.123
1,2,C07,M,00:02:42.87,1.059
1,2,C08,M,00:02:43.76,0.894
1,2,C09,M,00:02:44.65,1.030
1,2,C10,M,00:02:45.54,1.063
1,2,C11,M,00:02:46.43,0.908
1,2,C12,M,00:02:47.32,1.034
1,2,D01,M,00:02:50.65,1.238
1,2,D02,M,00:02:51.54,1.128
1,2,D03,M,00:02:52.43,1.106
1,2,D04,M,00:02:53.32,0.907
1,2,D05,M,00:02:54.21,0.868
1,2,D06,M,00:02:55.09,1.020
1,2,D07,M,00:02:55.98,1.079
1,2,D08,M,00:02:56.87,1.119
1,2,D09,M,00:02:57.76,1.016
1,2,D10,M,00:02:58.65,0.808
1,2,D11,M,00:02:59.54,0.916
1,2,D12,M,00:03:00.43,0.972
1,2,E01,M,00:03:03.76,1.044
1,2,E02,M,00:03:04.65,1.080
1,2,E03,M,00:03:05.54,1.091
1,2,E04,M,00:03:06.43,0.946
1,2,E05,M,00:03:07.32,0.769
1,2,E06,M,00:03:08.21,0.945
1,2,E07,M,00:03:09.09,1.068
1,2,E08,M,00:03:09.98,1.069
1,2,E09,M,00:03:10.87,1.086
1,2,E10,M,00:03:11.76,1.046
1,2,E11,M,00:03:12.65,1.073
1,2,E12,M,00:03:13.54,1.014
1,2,F01,M,00:03:16.87,1.181
1,2,F02,M,00:03:17.76,1.301
1,2,F03,M,00:03:18.65,1.047
1,2,F04,M,00:03:19.54,1.113
1,2,F05,M,00:03:20.43,1.281
1,2,F06,M,00:03:21.32,1.203
1,2,F07,M,00:03:22.21,0.791
1,2,F08,M,00:03:23.09,0.974
1,2,F09,M,00:03:23.98,0.703
1,2,F10,M,00:03:24.87,1.269
1,2,F11,M,00:03:25.76,1.194
1,2,F12,M,00:03:26.65,1.214
1,2,G01,M,00:03:29.98,0.853
1,2,G02,M,00:03:30.87,0.683
1,2,G03,M,00:03:31.76,0.705
1,2,G04,M,00:03:32.65,1.057
1,2,G05,M,00:03:33.54,1.148
1,2,G06,M,00:03:34.43,1.228
1,2,G07,M,00:03:35.32,1.303
1,2,G08,M,00:03:36.20,1.227
1,2,G09,M,00:03:37.09,1.156
1,2,G10,M,00:03:37.98,1.136
1,2,G11,M,00:03:38.87,1.237
1,2,G12,M,00:03:39.76,1.023
1,2,H01,M,00:03:43.09,1.094
1,2,H02,M,00:03:43.98,1.050
1,2,H04,M,00:03:44.96,1.003
1,3,A01,M,00:04:03.69,1.222
1,3,A02,M,00:04:04.59,1.036
1,3,A03,M,00:04:05.48,1.229
1,3,A04,M,00:04:06.37,1.155
1,3,A05,M,00:04:07.26,1.185
1,3,A06,M,00:04:08.15,1.170
1,3,A07,M,00:04:09.04,1.004
1,3,A08,M,00:04:09.93,1.069
1,3,A09,M,00:04:10.82,1.076
1,3,A10,M,00:04:11.70,0.891
1,3,A11,M,00:04:12.59,0.898
1,3,A12,M,00:04:13.48,0.911
1,3,B01,M,00:04:16.82,0.870
1,3,B02,M,00:04:17.70,0.848
1,3,B03,M,00:04:18.59,0.826
1,3,B04,M,00:04:19.48,0.758
1,3,B05,M,00:04:20.37,0.766
1,3,B06,M,00:04:21.26,0.753
1,3,B07,M,00:04:22.15,0.699
1,3,B08,M,00:04:23.04,0.705
1,3,B09,M,00:04:23.93,0.706
1,3,B10,M,00:04:24.82,0.627
1,3,B11,M,00:04:25.70,0.641
1,3,B12,M,00:04:26.59,0.656
1,3,C01,M,00:04:29.93,0.925
1,3,C02,M,00:04:30.81,1.005
1,3,C03,M,00:04:31.70,0.940
1,3,C04,M,00:04:32.59,1.037
1,3,C05,M,00:04:33.48,1.061
1,3,C06,M,00:04:34.37,1.122
1,3,C07,M,00:04:35.26,1.058
1,3,C08,M,00:04:36.15,0.893
1,3,C09,M,00:04:37.04,1.029
1,3,C10,M,00:04:37.93,1.058
1,3,C11,M,00:04:38.82,0.905
1,3,C12,M,00:04:39.70,1.031
1,3,D01,M,00:04:43.04,1.252
1,3,D02,M,00:04:43.93,1.125
1,3,D03,M,00:04:44.81,1.104
1,3,D04,M,00:04:45.70,0.910
1,3,D05,M,00:04:46.59,0.861
1,3,D06,M,00:04:47.48,1.019
1,3,D07,M,00:04:48.37,1.080
1,3,D08,M,00:04:49.26,1.123
1,3,D09,M,00:04:50.15,1.015
1,3,D10,M,00:04:51.04,0.807
1,3,D11,M,00:04:51.93,0.912
1,3,D12,M,00:04:52.82,0.964
1,3,E01,M,00:04:56.15,1.041
1,3,E02,M,00:04:57.04,1.079
1,3,E03,M,00:04:57.93,1.089
1,3,E04,M,00:04:58.81,0.944
1,3,E05,M,00:04:59.70,0.767
1,3,E06,M,00:05:00.59,0.941
1,3,E07,M,00:05:01.48,1.067
1,3,E08,M,00:05:02.37,1.068
1,3,E09,M,00:05:03.26,1.084
1,3,E10,M,00:05:04.15,1.044
1,3,E11,M,00:05:05.04,1.071
1,3,E12,M,00:05:05.93,1.011
1,3,F01,M,00:05:09.26,1.181
1,3,F02,M,00:05:10.15,1.305
1,3,F03,M,00:05:11.04,1.049
1,3,F04,M,00:05:11.93,1.113
1,3,F05,M,00:05:12.81,1.284
1,3,F06,M,00:05:13.70,1.206
1,3,F07,M,00:05:14.59,0.792
1,3,F08,M,00:05:15.48,0.972
1,3,F09,M,00:05:16.37,0.702
1,3,F10,M,00:05:17.26,1.279
1,3,F11,M,00:05:18.15,1.198
1,3,F12,M,00:05:19.04,1.216
1,3,G01,M,00:05:22.37,0.857
1,3,G02,M,00:05:23.26,0.682
1,3,G03,M,00:05:24.15,0.702
1,3,G04,M,00:05:25.04,1.058
1,3,G05,M,00:05:25.92,1.149
1,3,G06,M,00:05:26.81,1.232
1,3,G07,M,00:05:27.70,1.307
1,3,G08,M,00:05:28.59,1.232
1,3,G09,M,00:05:29.48,1.158
1,3,G10,M,00:05:30.37,1.142
1,3,G11,M,00:05:31.26,1.248
1,3,G12,M,00:05:32.15,1.029
1,3,H01,M,00:05:35.48,1.104
1,3,H02,M,00:05:36.37,1.056
1,3,H04,M,00:05:37.35,1.007
