gene	padj	log2FoldChange	description
LOC105341155	0.0369187690775133	1.03528208497243	uncharacterized protein LOC105341155
LOC105339052	0.000395410471440924	1.04293663680637	uncharacterized protein LOC105339052
LOC117687990	0.00864421751597348	1.04651193799194	uncharacterized protein LOC117687990
LOC117686372	0.035830685505448	1.06795522864195	uncharacterized protein LOC117686372
LOC117684585	0.0121939614220118	1.06813070983035	uncharacterized protein LOC117684585
LOC117693159	0.0132912899933343	1.13746334210636	uncharacterized protein LOC117693159 isoform X2
LOC105347740	0.0027859474539062	1.18243584192357	uncharacterized protein LOC105347740
LOC105325701	0.0434981980956008	1.21751096631123	uncharacterized protein LOC105325701
LOC105321541	0.00622785027695052	1.24431584592942	uncharacterized protein LOC105321541
LOC105325150	0.0135426880657346	1.28079413234912	uncharacterized protein LOC105325150
LOC105334185	0.011941765672057	1.30429358173413	uncharacterized protein LOC105334185
LOC105332206	0.0202164265553266	1.42819240885337	uncharacterized protein LOC105332206
LOC105339624	0.00387503689020409	1.5824308568213	uncharacterized protein LOC105339624
LOC117680427	0.0301323855788088	1.59277899147576	uncharacterized protein LOC117680427
LOC117684713	0.0179799196624325	1.77693242363907	uncharacterized protein LOC117684713
LOC117687358	0.00868417888769102	2.06961579248469	uncharacterized protein LOC117687358
LOC105342916	0.000548471993983509	2.08851915248603	uncharacterized protein LOC105342916
LOC117680366	0.000902219281869314	2.16879114942571	uncharacterized protein LOC117680366
LOC117693180	0.00151452834570482	2.2964613265423	uncharacterized protein LOC117693180
LOC105330352	4.40062561602027e-06	2.3545380116462	uncharacterized protein LOC105330352
LOC117681741	0.00029289848693533	2.40158000364735	uncharacterized protein LOC117681741
LOC105345266	0.00257977202119193	2.6364173359373	uncharacterized protein LOC105345266 isoform X2
LOC105339629	1.4151248577975e-05	3.73849345633051	uncharacterized protein LOC105339629
