gene	padj	log2FoldChange	description
LOC109620110	0.0314894475581628	-0.860684382449089	uncharacterized protein LOC109620110
LOC105320283	0.00128613853869791	-0.827777019926716	uncharacterized protein LOC105320283
LOC105337111	6.14651424905284e-06	-0.825718744857514	uncharacterized protein LOC105337111
LOC105341149	0.030767146122936	-0.803688247979442	uncharacterized protein LOC105341149
LOC117690362	0.0298824236713916	-0.774246976827271	uncharacterized protein LOC117690362 isoform X1
LOC117680503	0.0237401998031959	-0.771824228812624	uncharacterized protein LOC117680503
LOC105347043	0.0226466999105253	-0.768965620453474	uncharacterized protein YMR196W
LOC117688048	0.0417626599851374	-0.754667792831469	uncharacterized protein LOC117688048 isoform X1
LOC105318489	0.00874516425086748	-0.714701794285985	uncharacterized protein LOC105318489
LOC117681051	0.0371155181659265	-0.712573058262086	uncharacterized protein LOC117681051
LOC105329329	0.000275250089035016	-0.705192782908652	uncharacterized protein LOC105329329
LOC105347323	0.00364981781292366	-0.701515248860484	uncharacterized protein LOC105347323
LOC105330962	0.0134484126468451	-0.692060052021285	uncharacterized protein LOC105330962
LOC105339048	0.0468212132428355	-0.689071352897421	uncharacterized protein LOC105339048 isoform X2
LOC105317232	0.00431293568970186	-0.667756284518911	uncharacterized protein LOC105317232
LOC105346110	0.0237462692034292	-0.662617084382703	uncharacterized protein LOC105346110
LOC117680490	0.0213389687441314	-0.656584185703445	uncharacterized protein LOC117680490 isoform X3
LOC105335727	0.00154361405783951	-0.649081576370895	uncharacterized protein LOC105335727 isoform X1
LOC105329123	0.0083790477131867	-0.632836463143747	uncharacterized protein LOC105329123
LOC105344227	0.0100645327528321	-0.628771468261248	uncharacterized protein LOC105344227
LOC117688892	0.00728436349210894	-0.612247292285968	uncharacterized protein LOC117688892 isoform X1
LOC105348454	0.0085645077923915	-0.565360558047716	uncharacterized protein LOC105348454 isoform X1
LOC105328631	0.0493453908552859	-0.545054642176015	uncharacterized protein LOC105328631
LOC105337458	0.0481152736087505	-0.544758179918316	uncharacterized protein LOC105337458
LOC105346629	0.0424064961472777	-0.540871535381055	uncharacterized protein LOC105346629 isoform X1
LOC105345703	0.0455120287935991	-0.531076365329709	uncharacterized protein LOC105345703
LOC105327207	0.000239414145952768	-0.529747309454979	uncharacterized protein LOC105327207 isoform X1
LOC105341629	0.0138393245353209	-0.526664903491804	uncharacterized protein LOC105341629
LOC105325616	0.0174624632061899	-0.521434590356286	uncharacterized protein LOC105325616 isoform X1
LOC105338469	0.0395269238939839	-0.513775499602879	uncharacterized protein LOC105338469 isoform X2
LOC105321058	0.0490060281692192	-0.507215914662246	uncharacterized protein LOC105321058
LOC105321778	0.0353909836965246	-0.504459425167024	uncharacterized protein LOC105321778 isoform X1
LOC105324756	0.0449155671183655	-0.493918491575287	uncharacterized protein LOC105324756
LOC117687381	0.00627252862833514	-0.487818666366923	uncharacterized protein LOC117687381
LOC105328509	0.038011471120086	-0.481246655043393	uncharacterized protein LOC105328509
LOC105322269	0.0187443448087971	-0.479775499755671	uncharacterized protein LOC105322269
LOC105327443	0.0310622344206987	-0.445893584028688	uncharacterized protein LOC105327443 isoform X2
LOC117690318	0.0340649108161797	-0.443513217404938	uncharacterized protein LOC117690318
LOC105322636	0.0495796456639493	-0.412305074442012	uncharacterized protein LOC105322636 isoform X2
LOC105335766	0.0334272499984185	-0.404815060987502	uncharacterized protein LOC105335766 isoform X2
LOC105332769	0.0411145839434824	-0.391253176739469	uncharacterized protein LOC105332769
LOC105320158	0.0199940968800518	-0.362605512955244	uncharacterized protein LOC105320158
LOC105347367	0.04998224543837	-0.358310461503201	uncharacterized protein LOC105347367
LOC105346927	0.0101014707700482	-0.346439207794205	uncharacterized protein LOC105346927 isoform X2
LOC105347745	0.0447353591670207	-0.325798304019827	uncharacterized protein LOC105347745 isoform X19
LOC105337630	0.0187443448087971	-0.298039530184659	uncharacterized protein LOC105337630 isoform X3
LOC105337506	0.00486755039901482	-0.287916250349539	uncharacterized protein LOC105337506
LOC117692256	0.0361553814353011	-0.1438492214002	uncharacterized protein LOC117692256
LOC105347092	0.0232872365995405	-0.11101524679681	uncharacterized protein LOC105347092 isoform X2
LOC105332036	0.0213149615506043	-0.0948030935513744	uncharacterized protein LOC105332036
LOC105333308	0.048897264639628	0.284592115731358	uncharacterized protein LOC105333308 isoform X1
LOC105335757	0.0472639456643097	0.286010228761926	uncharacterized protein LOC105335757
LOC105346274	7.04763699993643e-05	0.336770211498424	uncharacterized protein LOC105346274 isoform X1
LOC105338484	0.0275315869631378	0.353335626803163	uncharacterized protein LOC105338484 isoform X1
LOC105318054	0.0207417571129207	0.373070754980897	uncharacterized protein LOC105318054 isoform X10
LOC105338382	0.00354972773838211	0.377046003507193	uncharacterized protein LOC105338382
LOC105320116	0.0401492402661263	0.379788220076367	uncharacterized protein LOC105320116
LOC105322365	0.00557976214439614	0.38133469599379	uncharacterized protein LOC105322365 isoform X1
LOC109619034	0.0335667303756023	0.390690962516467	uncharacterized protein LOC109619034
LOC105343018	0.00906467301293988	0.430153796296974	uncharacterized protein LOC105343018 isoform X1
LOC105335957	0.0074165744277754	0.440173663268619	uncharacterized protein LOC105335957
LOC109618176	0.01605882570545	0.457519924247941	uncharacterized protein LOC109618176
LOC105336640	0.0267923534400444	0.462806686156065	uncharacterized protein LOC105336640
LOC105336540	0.0129411222420258	0.497478510481321	uncharacterized protein LOC105336540 isoform X4
LOC105332768	0.0280500912362371	0.526494480843844	uncharacterized protein LOC105332768 isoform X2
LOC105334677	0.0431436426168348	0.527337556343205	uncharacterized protein LOC105334677
LOC105344980	0.0375566230914604	0.528289219147223	uncharacterized protein LOC105344980 isoform X1
LOC105333995	0.0165496248223722	0.530050882548075	uncharacterized protein LOC105333995
LOC105327010	0.0263399334974133	0.555588902001187	uncharacterized protein LOC105327010 isoform X1
LOC117689668	0.0369003324415842	0.569710101147065	uncharacterized protein LOC117689668
LOC105344752	0.0271707989105671	0.593613012943157	uncharacterized protein LOC105344752
LOC105336650	0.00703046402753899	0.638184561359369	uncharacterized protein LOC105336650
LOC105337553	0.0286324121193783	0.658133208964866	uncharacterized protein LOC105337553 isoform X2
LOC105336230	0.0397782984513446	0.65985969078523	uncharacterized protein LOC105336230
LOC117680332	0.00429828929904575	0.678404099817056	uncharacterized protein LOC117680332 isoform X2
LOC117686571	0.00894115000120352	0.694720517723038	uncharacterized protein LOC117686571
LOC105347205	0.014893274591055	0.696227956344122	uncharacterized GTP-binding protein C428.15
LOC117684545	0.0468592674991786	0.701492343410256	uncharacterized protein LOC117684545 isoform X3
LOC105340538	0.00262599556192631	0.704742675340961	uncharacterized protein LOC105340538 isoform X1
LOC105348940	0.0489389171890305	0.716147296572656	uncharacterized protein LOC105348940 isoform X1
LOC105327228	0.0395269238939839	0.717399664065778	uncharacterized protein LOC105327228
LOC105343821	0.0481707263920998	0.722620743219098	uncharacterized protein LOC105343821
LOC105338268	0.0283256342229693	0.743485236421782	uncharacterized protein LOC105338268
LOC105346871	0.0426514187946867	0.750863414007516	uncharacterized protein LOC105346871 isoform X2
LOC105343079	0.0428612608670903	0.762539959903607	uncharacterized protein LOC105343079
LOC105335902	0.0431436426168348	0.764674931566433	uncharacterized protein LOC105335902
LOC117687514	0.0353405297924429	0.799989936365469	uncharacterized protein LOC117687514
LOC105334146	0.0336360792794051	0.823447040602762	uncharacterized protein LOC105334146 isoform X1
LOC105343305	0.0234039341804639	0.83763565030268	uncharacterized protein LOC105343305 isoform X1
LOC105326173	0.0133317439471864	0.840832995732042	uncharacterized protein LOC105326173
LOC105321970	0.0404968242075058	0.851558194898536	uncharacterized protein LOC105321970
LOC117682717	0.00773278498077461	0.853694388597469	uncharacterized protein LOC117682717
LOC105342935	0.0311940315097117	0.878873531116618	uncharacterized protein LOC105342935
LOC105324821	0.00902067111447572	0.893355559604168	uncharacterized protein LOC105324821
LOC105320558	0.0267769561156939	0.893438991947965	uncharacterized protein LOC105320558
LOC117691429	0.0282561218131535	0.893995420418683	uncharacterized protein LOC117691429
LOC105343556	0.0450984284219946	0.929795856069106	uncharacterized protein LOC105343556 isoform X1
LOC105329205	0.000283874977028185	0.934850092075666	uncharacterized protein LOC105329205
LOC105322250	0.023487683433093	0.95958683497884	uncharacterized protein LOC105322250
LOC105339628	0.0237401998031959	0.987270670507859	uncharacterized protein LOC105339628 isoform X1
LOC105325908	5.44076641216939e-05	1.00751118952501	uncharacterized protein LOC105325908 isoform X2
LOC105326643	0.00690723000153647	1.0230383965914	uncharacterized protein LOC105326643
LOC105335683	0.0301399496749619	1.05574726773189	uncharacterized protein LOC105335683
LOC105325387	0.0484275744060298	1.07862958284589	uncharacterized protein LOC105325387
LOC105321034	0.00116842665878407	1.12337667168472	uncharacterized protein LOC105321034 isoform X1
LOC117680568	0.023487683433093	1.16937546080119	uncharacterized protein LOC117680568
LOC117690049	0.0490107034250237	1.21455672982514	uncharacterized protein LOC117690049
LOC117681810	0.0259164444708828	1.21838885791198	uncharacterized protein LOC117681810 isoform X3
LOC105339322	3.7046257301204e-07	1.31058640072092	uncharacterized protein LOC105339322 isoform X2
LOC109620490	0.0217960556285528	1.32733405756957	uncharacterized protein LOC109620490
LOC105322317	0.000172665422267667	1.38059954234001	uncharacterized protein LOC105322317
LOC117688434	0.0199814212106334	1.39104255834643	uncharacterized protein LOC117688434
LOC105328056	0.0180910069113341	1.40693947418931	uncharacterized protein LOC105328056 isoform X2
LOC105348178	0.00262599556192631	1.45724090636175	uncharacterized protein LOC105348178
LOC105347073	0.00964432213775169	1.46320276302051	uncharacterized protein LOC105347073
LOC117687530	0.0217247626622265	1.48440474368358	uncharacterized protein LOC117687530
LOC117691867	0.00307097640922331	1.49014847898315	uncharacterized protein LOC117691867
LOC117683635	0.0360661754545788	1.58977727215272	uncharacterized protein LOC117683635
LOC105331981	0.0288724437402795	1.61895545514457	uncharacterized protein LOC105331981 isoform X1
LOC117685141	0.0240786026104458	1.7334914543913	uncharacterized protein LOC117685141
LOC105323030	0.0195017486930526	1.75655159572056	uncharacterized protein LOC105323030
LOC105323074	0.0343126993516039	1.90615627315233	uncharacterized protein LOC105323074
