time,month,day,hour,trt,combo,temp,sal,pH,talk,CO3,HCO3,pCO2,Oca,Oar,response
838,7,28,7,T3,T3_7_28,17.38333333,29.36666667,7.863705349,2054.508833,80.49934154,1855.540642,736.8175241,1.268863234,1.268863234,0.438347423
838,7,28,7,T4,T4_7_28,28.45,30.8,7.923814425,2114.372,128.9001502,1798.97306,717.6184004,2.133222515,2.133222515,1.711576241
839,7,28,8,T1,T1_7_28,18.71666667,26.61666667,8.165182495,1939.655083,136.2637599,1604.217008,326.1216035,2.175615836,2.175615836,-1.164756313
839,7,28,8,T2,T2_7_28,28.98333333,29.38333333,8.002687282,2055.204917,144.127548,1702.67763,571.5965414,2.410250202,2.410250202,0.446186983
839,7,28,8,T3,T3_7_28,17.35,29.26666667,7.850076605,2050.332333,77.8247817,1857.972859,760.9977875,1.226900558,1.226900558,0.397828914
839,7,28,8,T4,T4_7_28,28.9,31.11666667,7.921480998,2127.597583,131.2598276,1806.479533,728.6307889,2.174459153,2.174459153,1.978261982
840,7,28,9,T1,T1_7_28,18.38333333,26.5,8.163794743,1934.7825,134.0664145,1604.677604,326.0095884,2.137869543,2.137869543,-1.265555493
840,7,28,9,T2,T2_7_28,28.78333333,29.46666667,7.997047931,2058.685333,142.3657498,1710.430395,580.1226073,2.37681763,2.37681763,0.485811471
840,7,28,9,T3,T3_7_28,17.75,29.16666667,7.834688929,2046.155833,75.9059216,1858.644567,792.5584612,1.198892621,1.198892621,0.342834873
840,7,28,9,T4,T4_7_28,28.88333333,31.1,7.921369918,2126.9015,131.1052283,1806.160385,728.6206153,2.171906405,2.171906405,1.958169864
841,7,28,10,T1,T1_7_28,17.76666667,26.46666667,8.156584148,1933.390333,129.8877499,1613.369054,330.6823564,2.065790316,2.065790316,-1.29849397
841,7,28,10,T2,T2_7_28,28.93333333,29.53333333,7.997842756,2061.469667,143.4561938,1710.559099,580.2096734,2.396496487,2.396496487,0.52168344
841,7,28,10,T3,T3_7_28,17.86666667,29.08333333,7.824965979,2042.675417,74.37879976,1858.970882,812.124286,1.175607925,1.175607925,0.286115166
841,7,28,10,T4,T4_7_28,29.11666667,31.06666667,7.923964966,2125.509333,132.3453329,1801.776096,724.8048358,2.196012058,2.196012058,1.937116596
842,7,28,11,T1,T1_7_28,17.18333333,26.36666667,8.161053201,1929.213833,128.4068906,1612.673523,324.8712202,2.03743192,2.03743192,-1.376401128
842,7,28,11,T2,T2_7_28,28.73333333,29.6,8.00049432,2064.254,143.872769,1712.265491,575.7133244,2.399642997,2.399642997,0.563786913
842,7,28,11,T3,T3_7_28,18.26666667,28.86666667,7.826037022,2033.626333,74.73604277,1849.156081,810.4173654,1.183942821,1.183942821,0.140803459
842,7,28,11,T4,T4_7_28,29.25,30.95,7.924263864,2120.63675,132.2628277,1797.144819,723.845815,2.197779724,2.197779724,1.841514358
843,7,28,12,T1,T1_7_28,17.23333333,26.25,8.161021436,1924.34125,127.9506037,1608.982073,324.4958021,2.0310942,2.0310942,-1.500815218
843,7,28,12,T2,T2_7_28,28.51666667,29.75,7.999943183,2070.51875,143.7837012,1718.679881,576.6617006,2.39318381,2.39318381,0.653156389
843,7,28,12,T3,T3_7_28,18.11666667,28.86666667,7.81215623,2033.626333,72.27537421,1855.194074,837.8182247,1.144260536,1.144260536,0.140803459
843,7,28,12,T4,T4_7_28,29.25,30.86666667,7.925733723,2117.156333,132.2377412,1793.732278,720.1339866,2.19839358,2.19839358,1.766506426
844,7,28,13,T1,T1_7_28,17.38333333,26.13333333,8.152998829,1919.468667,125.8953024,1609.257934,331.4162596,2.000201009,2.000201009,-1.653056685
844,7,28,13,T2,T2_7_28,28.48333333,29.71666667,7.998055968,2069.126583,142.9727351,1719.277565,579.1852417,2.379583156,2.379583156,0.635979297
844,7,28,13,T3,T3_7_28,18.63333333,28.85,7.819017633,2032.93025,74.3765118,1849.434272,827.6485247,1.180122688,1.180122688,0.130174244
844,7,28,13,T4,T4_7_28,29.4,31.03333333,7.925108474,2124.117167,133.3688637,1797.934288,724.2413684,2.217205927,2.217205927,1.900611324
845,7,28,14,T1,T1_7_28,17.03333333,26.18333333,8.153552636,1921.556917,125.0839383,1613.207847,330.2424847,1.984136917,1.984136917,-1.588448871
845,7,28,14,T2,T2_7_28,28.6,29.9,8.002321377,2076.7835,145.54509,1720.614649,574.69362,2.421959456,2.421959456,0.764905647
845,7,28,14,T3,T3_7_28,18.91666667,28.96666667,7.826946555,2037.802833,76.65684999,1848.738207,815.5163204,1.217376988,1.217376988,0.204151265
845,7,28,14,T4,T4_7_28,29.03333333,31.03333333,7.925194232,2124.117167,132.2473113,1800.60832,721.6912644,2.193591526,2.193591526,1.900611324
846,7,28,15,T1,T1_7_28,16.63333333,26.33333333,8.152445161,1927.821667,124.236482,1621.372016,330.9436594,1.966843857,1.966843857,-1.39916101
846,7,28,15,T2,T2_7_28,28.55,29.93333333,7.987189836,2078.175667,141.4014768,1732.175152,598.6219275,2.351912582,2.351912582,0.795245708
846,7,28,15,T3,T3_7_28,19.25,28.9,7.836386595,2035.0185,78.67584175,1841.058914,798.2909039,1.251400762,1.251400762,0.159710355
846,7,28,15,T4,T4_7_28,29.4,30.81666667,7.92292846,2115.068083,131.7320773,1792.92248,725.9047629,2.192636719,2.192636719,1.727746887
847,7,28,16,T1,T1_7_28,16.71666667,26.4,8.152843366,1930.606,124.9672228,1622.362442,331.1048421,1.978850523,1.978850523,-1.347121277
847,7,28,16,T2,T2_7_28,28.41666667,29.96666667,7.990040392,2079.567833,141.9115215,1732.27854,593.7149123,2.358053806,2.358053806,0.821898874
847,7,28,16,T3,T3_7_28,19.6,28.95,7.849449509,2037.10675,81.86841143,1835.357398,776.463098,1.303987461,1.303987461,0.194750551
847,7,28,16,T4,T4_7_28,29.25,30.8,7.920575836,2114.372,130.5785291,1795.028509,729.256541,2.171595457,2.171595457,1.711576241
848,7,28,17,T1,T1_7_28,16.63333333,26.36666667,8.152501093,1929.213833,124.419588,1622.301669,331.0088478,1.969611549,1.969611549,-1.376401128
848,7,28,17,T2,T2_7_28,28.46666667,30.16666667,7.989060753,2087.920833,142.8773122,1738.245565,597.2426665,2.372458733,2.372458733,1.026126559
848,7,28,17,T3,T3_7_28,19.63333333,29.06666667,7.8581287,2041.979333,83.91931588,1835.171589,762.1860746,1.336365167,1.336365167,0.274886601
848,7,28,17,T4,T4_7_28,29.48333333,30.6,7.926104389,2106.019,131.7454101,1783.875792,718.0508883,2.196588787,2.196588787,1.534975216
849,7,28,18,T1,T1_7_28,17.06666667,26.21666667,8.148725113,1922.949083,124.2154971,1616.736807,334.7932181,1.970535795,1.970535795,-1.536687931
849,7,28,18,T2,T2_7_28,28.35,30.3,7.98888224,2093.4895,143.15357,1743.091919,598.1747437,2.373760703,2.373760703,1.17100532
849,7,28,18,T3,T3_7_28,19.48333333,29.01666667,7.867473733,2039.891083,85.05450287,1830.254191,743.1857327,1.353782542,1.353782542,0.240317624
849,7,28,18,T4,T4_7_28,29.25,30.51666667,7.921567135,2102.538583,129.4564321,1785.974276,724.2294425,2.156200028,2.156200028,1.423394421
850,7,28,19,T1,T1_7_28,16.78333333,26.11666667,8.139252315,1918.772583,120.5052865,1621.631748,342.131158,1.909738929,1.909738929,-1.669804836
850,7,28,19,T2,T2_7_28,28.38333333,30.36666667,7.989180864,2096.273833,143.7015846,1744.529565,598.4018178,2.382528656,2.382528656,1.241297688
850,7,28,19,T3,T3_7_28,19.63333333,28.9,7.87781168,2035.0185,86.76338206,1821.219828,722.9026788,1.382350836,1.382350836,0.159710355
850,7,28,19,T4,T4_7_28,29.15,30.43333333,7.922605491,2099.058167,128.9921821,1783.620179,720.6139186,2.148023097,2.148023097,1.320840292
851,7,28,20,T1,T1_7_28,16.91666667,26.1,8.1363443,1918.0765,120.1718914,1621.80519,345.0395346,1.905577725,1.905577725,-1.70253319
851,7,28,20,T2,T2_7_28,28.25,30.4,7.973694202,2097.666,139.2319767,1756.872755,623.4906097,2.306163944,2.306163944,1.280355411
851,7,28,20,T3,T3_7_28,19.76666667,28.98333333,7.891800556,2038.498917,90.06878627,1816.578728,700.8278245,1.43545535,1.43545535,0.215456062
851,7,28,20,T4,T4_7_28,29.56666667,30.28333333,7.927362666,2092.793417,130.7656743,1773.102716,712.7491521,2.185014791,2.185014791,1.146784763
852,7,28,21,T1,T1_7_28,17.41666667,26.1,8.138055638,1918.0765,122.2367781,1616.887866,344.7625444,1.942498596,1.942498596,-1.70253319
852,7,28,21,T2,T2_7_28,28.2,30.25,7.97812968,2091.40125,139.465422,1750.03925,614.4142527,2.311095847,2.311095847,1.114847059
852,7,28,21,T3,T3_7_28,19.58333333,29.23333333,7.896592055,2048.940167,91.30758171,1823.890084,692.3839017,1.452916331,1.452916331,0.383902896
852,7,28,21,T4,T4_7_28,29.46666667,30.05,7.929700853,2083.04825,129.8946233,1765.498279,705.1387567,2.171697219,2.171697219,0.902470995
853,7,28,22,T1,T1_7_28,16.91666667,26.03333333,8.139563594,1915.292167,120.5925933,1618.008978,341.8063263,1.912491403,1.912491403,-1.831561302
853,7,28,22,T2,T2_7_28,28.5,30.08333333,7.980669746,2084.440417,140.2643353,1741.204589,610.3038576,2.3305321,2.3305321,0.926065841
853,7,28,22,T3,T3_7_28,19.85,29.26666667,7.907656626,2050.332333,94.23066866,1818.143018,675.7029512,1.500949989,1.500949989,0.397828914
853,7,28,22,T4,T4_7_28,29.81666667,30.15,7.9247782,2087.22475,130.2172686,1768.945052,717.7272616,2.180862238,2.180862238,1.006269986
854,7,28,23,T1,T1_7_28,16.28333333,26.13333333,8.129250131,1919.468667,116.6148193,1631.735386,350.0194786,1.8441869,1.8441869,-1.653056685
854,7,28,23,T2,T2_7_28,28.4,30.05,7.975167602,2083.04825,138.2982918,1744.624211,618.6641003,2.296851404,2.296851404,0.902470995
854,7,28,23,T3,T3_7_28,19.65,29.15,7.915015666,2045.45975,94.66297379,1812.165536,660.3540918,1.507076848,1.507076848,0.335305085
854,7,28,23,T4,T4_7_28,29.61666667,30.13333333,7.920545424,2086.528667,128.4596261,1772.524199,724.4147858,2.148822871,2.148822871,0.98765972
855,7,29,0,T1,T1_7_29,16.35,26.06666667,8.137696523,1916.684333,118.4431232,1624.493853,342.1257301,1.873821275,1.873821275,-1.767761162
855,7,29,0,T2,T2_7_29,28.2,30.36666667,7.96507092,2096.273833,136.596002,1761.950479,637.4257851,2.262200858,2.262200858,1.241297688
855,7,29,0,T3,T3_7_29,19.26666667,29.33333333,7.918927399,2053.116667,95.15510216,1818.482672,653.3341615,1.511542625,1.511542625,0.424764439
855,7,29,0,T4,T4_7_29,29.93333333,30.15,7.925278828,2087.22475,130.7123953,1767.753296,717.6315623,2.190772934,2.190772934,1.006269986
856,7,29,1,T1,T1_7_29,16.21666667,26.1,8.133968694,1918.0765,117.3165,1628.604578,345.3367337,1.854873404,1.854873404,-1.70253319
856,7,29,1,T2,T2_7_29,28,30.33333333,7.967480467,2094.881667,136.3948367,1761.009165,631.7603464,2.256527897,2.256527897,1.20950058
856,7,29,1,T3,T3_7_29,19.08333333,29.4,7.928368669,2055.901,96.69244341,1817.415734,636.6176844,1.534431494,1.534431494,0.454637922
856,7,29,1,T4,T4_7_29,29.9,30.13333333,7.92676148,2086.528667,130.9083971,1766.570854,714.4387687,2.193805566,2.193805566,0.98765972
857,7,29,2,T1,T1_7_29,16.08333333,26.3,8.132185998,1926.4295,117.463553,1636.485396,347.6000029,1.855550718,1.855550718,-1.441017171
857,7,29,2,T2,T2_7_29,28.26666667,30.23333333,7.966705771,2090.705167,136.5551889,1756.512285,633.7371644,2.263961253,2.263961253,1.097852488
857,7,29,2,T3,T3_7_29,18.5,29.4,7.93119983,2055.901,95.793153,1819.469463,629.7355451,1.51647027,1.51647027,0.454637922
857,7,29,2,T4,T4_7_29,30.01666667,29.88333333,7.923312844,2076.087417,129.157135,1760.476946,718.9326348,2.16894645,2.16894645,0.748777046
858,7,29,3,T1,T1_7_29,16.01666667,26.33333333,8.137016011,1927.821667,118.5147945,1635.254579,343.1353088,1.871531278,1.871531278,-1.39916101
858,7,29,3,T2,T2_7_29,28.33333333,30.23333333,7.963654823,2090.705167,135.9700487,1757.965517,639.2552539,2.255172572,2.255172572,1.097852488
858,7,29,3,T3,T3_7_29,18.88333333,29.11666667,7.94376487,2044.067583,98.15097832,1801.967774,608.767263,1.557730133,1.557730133,0.316977725
858,7,29,3,T4,T4_7_29,30.08333333,29.63333333,7.927978174,2065.646167,129.3087806,1749.703522,707.7861041,2.175176449,2.175176449,0.588968577
859,7,29,4,T1,T1_7_29,16.45,26.4,8.13193264,1930.606,119.105679,1636.705836,349.3332049,1.88394613,1.88394613,-1.347121277
859,7,29,4,T2,T2_7_29,28.35,30.28333333,7.958842765,2092.793417,135.0216257,1762.382236,648.117475,2.239100061,2.239100061,1.146784763
859,7,29,4,T3,T3_7_29,18.66666667,28.91666667,7.950929339,2035.714583,98.12241858,1793.651336,593.8943183,1.556791686,1.556791686,0.169318381
859,7,29,4,T4,T4_7_29,30.6,29.66666667,7.925280525,2067.038333,130.4025957,1748.506381,716.7299401,2.200814234,2.200814234,0.608815017
860,7,29,5,T1,T1_7_29,16.78333333,26.31666667,8.136261022,1927.125583,120.8026856,1629.184747,345.8094532,1.913724863,1.913724863,-1.412600883
860,7,29,5,T2,T2_7_29,28.01666667,30.28333333,7.952434231,2092.793417,132.2803952,1769.039355,657.2623712,2.189230308,2.189230308,1.157008451
860,7,29,5,T3,T3_7_29,18.9,28.85,7.958333201,2032.93025,99.96945804,1786.38815,583.4412627,1.58796471,1.58796471,0.130174244
860,7,29,5,T4,T4_7_29,30.75,29.45,7.925376938,2057.98925,129.8085885,1740.967465,715.1379469,2.195401421,2.195401421,0.478122491
861,7,29,6,T1,T1_7_29,16.51666667,26.3,8.138657076,1926.4295,120.3909791,1629.419501,342.8127921,1.905161693,1.905161693,-1.441017171
861,7,29,6,T2,T2_7_29,27.78333333,30.25,7.956373044,2091.40125,132.3815834,1767.347151,648.7173816,2.188231229,2.188231229,1.114847059
861,7,29,6,T3,T3_7_29,18.68333333,28.95,7.97438685,2037.10675,103.0876945,1782.797892,559.399819,1.635536304,1.635536304,0.194750551
861,7,29,6,T4,T4_7_29,31.03333333,29.35,7.926343011,2053.81275,130.4152206,1735.36546,713.9883921,2.2110174,2.2110174,0.432557688
862,7,29,7,T1,T1_7_29,16.5,26.33333333,8.13532314,1927.821667,119.7248726,1632.435183,345.9910236,1.894361762,1.894361762,-1.39916101
862,7,29,7,T2,T2_7_29,27.76666667,30.43333333,7.958396194,2099.058167,133.7670241,1771.57652,646.8927875,2.208872698,2.208872698,1.320840292
862,7,29,7,T3,T3_7_29,18.55,28.78333333,7.983590161,2030.145917,103.9193879,1773.77364,544.0979543,1.648676246,1.648676246,0.09545985
862,7,29,7,T4,T4_7_29,31.18333333,29.21666667,7.928312572,2048.244083,130.7108326,1729.114482,709.7331634,2.219807935,2.219807935,0.370896952
863,7,29,8,T1,T1_7_29,16.48333333,26.31666667,8.135239784,1927.125583,119.5699993,1632.12063,345.941102,1.891854663,1.891854663,-1.412600883
863,7,29,8,T2,T2_7_29,27.56666667,30.28333333,7.958873386,2092.793417,132.4922121,1768.411939,643.4451424,2.18685536,2.18685536,1.157008451
863,7,29,8,T3,T3_7_29,18.45,28.7,7.976402876,2026.6655,101.8136484,1775.469194,553.4888549,1.614933979,1.614933979,0.040823036
863,7,29,8,T4,T4_7_29,31.16666667,29.06666667,7.93285451,2041.979333,131.0688482,1721.987063,699.5092067,2.227320279,2.227320279,0.274886601
864,7,29,9,T1,T1_7_29,16.4,26.2,8.136424299,1922.253,118.9856338,1628.698202,344.0844578,1.882355394,1.882355394,-1.559375367
864,7,29,9,T2,T2_7_29,27.76666667,30.3,7.954753546,2093.4895,132.1623649,1769.964453,651.9420847,2.183824911,2.183824911,1.17100532
864,7,29,9,T3,T3_7_29,18.15,28.8,8.008823567,2030.842,108.1097502,1764.007561,507.3896358,1.712179804,1.712179804,0.103662767
864,7,29,9,T4,T4_7_29,31.13333333,28.95,7.925744965,2037.10675,128.6150885,1723.141145,711.3848494,2.186527138,2.186527138,0.194750551
865,7,29,10,T1,T1_7_29,16.73333333,26.3,8.137728575,1926.4295,120.9064293,1628.222333,344.2593682,1.915030718,1.915030718,-1.441017171
865,7,29,10,T2,T2_7_29,27.83333333,30.4,7.958599922,2097.666,133.8728939,1769.943459,646.6770295,2.211857843,2.211857843,1.280355411
865,7,29,10,T3,T3_7_29,17.56666667,28.98333333,8.007029889,2038.498917,106.8493828,1774.560504,509.2207285,1.68729807,1.68729807,0.215456062
865,7,29,10,T4,T4_7_29,31.55,28.78333333,7.930434183,2030.145917,130.2240689,1712.327376,703.4479226,2.222158717,2.222158717,0.091493035
866,7,29,11,T1,T1_7_29,16.9,26.45,8.135224154,1932.69425,121.6242109,1632.725592,347.7037097,1.9271923,1.9271923,-1.312072131
866,7,29,11,T2,T2_7_29,27.86666667,30.4,7.958740259,2097.666,134.0193652,1769.591616,646.6307087,2.214714325,2.214714325,1.280355411
866,7,29,11,T3,T3_7_29,17.6,28.8,8.021824708,2030.842,109.3188608,1760.852511,488.2710774,1.727488736,1.727488736,0.103662767
866,7,29,11,T4,T4_7_29,31.31666667,28.61666667,7.93232894,2023.185083,129.1473554,1707.991189,696.5320985,2.201948315,2.201948315,-0.002369714
867,7,29,12,T1,T1_7_29,17.16666667,26.46666667,8.137836382,1933.390333,123.22852,1629.555112,346.1106305,1.95473715,1.95473715,-1.29849397
867,7,29,12,T2,T2_7_29,27.71666667,30.43333333,7.954851893,2099.058167,132.698484,1774.189966,652.7891781,2.190562778,2.190562778,1.320840292
867,7,29,12,T3,T3_7_29,17.86666667,28.83333333,8.029520135,2032.234167,111.9654852,1755.791136,479.9955756,1.771008392,1.771008392,0.120355324
867,7,29,12,T4,T4_7_29,31.33333333,28.38333333,7.926788123,2013.439917,126.6760279,1704.341806,704.4880771,2.162499547,2.162499547,-0.120620543
868,7,29,13,T1,T1_7_29,17.28333333,26.28333333,8.137918085,1925.733417,122.7049148,1623.287174,345.4580318,1.948120982,1.948120982,-1.473760012
868,7,29,13,T2,T2_7_29,27.75,30.33333333,7.958093134,2094.881667,133.1376237,1768.953118,646.4069013,2.199364386,2.199364386,1.20950058
868,7,29,13,T3,T3_7_29,18.11666667,28.63333333,8.036733208,2023.881167,113.4557381,1743.880701,470.5942591,1.797459175,1.797459175,0.00526605
868,7,29,13,T4,T4_7_29,31.15,28.41666667,7.921095944,2014.832083,124.896993,1710.058223,714.2677785,2.129188707,2.129188707,-0.099957393
869,7,29,14,T1,T1_7_29,17.25,26.05,8.135729787,1915.98825,120.8791291,1618.102308,346.2700474,1.91970415,1.91970415,-1.797420381
869,7,29,14,T2,T2_7_29,28.05,30.35,7.957731133,2095.57775,134.0985477,1767.357473,648.9283843,2.219027083,2.219027083,1.2238511
869,7,29,14,T3,T3_7_29,18.11666667,28.66666667,8.055128101,2025.273333,117.8373878,1734.45879,448.7907874,1.866690635,1.866690635,0.021065661
869,7,29,14,T4,T4_7_29,31.36666667,28.68333333,7.927716646,2025.969417,128.4797442,1712.412296,706.2160546,2.190569222,2.190569222,0.029757437
870,7,29,15,T1,T1_7_29,16.96666667,26.1,8.138181709,1918.0765,120.7659667,1620.359671,343.4691759,1.915409519,1.915409519,-1.70253319
870,7,29,15,T2,T2_7_29,27.9,30.41666667,7.957253039,2098.362083,133.8228033,1770.776846,649.5263869,2.21172083,2.21172083,1.29849397
870,7,29,15,T3,T3_7_29,18.46666667,28.71666667,8.058162173,2027.361583,119.818749,1731.763948,446.3900937,1.900529402,1.900529402,0.051102684
870,7,29,15,T4,T4_7_29,31.3,28.81666667,7.931113316,2031.538083,129.7894915,1714.739183,700.8694774,2.210439519,2.210439519,0.11240259
871,7,29,16,T1,T1_7_29,17.01666667,26.16666667,8.136801359,1920.860833,120.9512123,1622.681875,345.2092283,1.918522818,1.918522818,-1.609243879
871,7,29,16,T2,T2_7_29,27.65,30.41666667,7.951199345,2098.362083,131.4553313,1776.534265,658.5463459,2.169370633,2.169370633,1.29849397
871,7,29,16,T3,T3_7_29,18.6,28.73333333,8.058679962,2028.057667,120.4674351,1730.903246,446.2917923,1.911843229,1.911843229,0.068247978
871,7,29,16,T4,T4_7_29,31.13333333,28.66666667,7.925009737,2025.273333,127.0155332,1715.268544,709.5525713,2.162322702,2.162322702,0.021065661
872,7,29,17,T1,T1_7_29,16.71666667,26.21666667,8.137529261,1922.949083,120.3888275,1626.03917,344.0345134,1.907018201,1.907018201,-1.536687931
872,7,29,17,T2,T2_7_29,27.45,30.55,7.953998548,2103.93075,132.198674,1780.214037,653.8353285,2.177612343,2.177612343,1.466776095
872,7,29,17,T3,T3_7_29,18.35,28.61666667,8.072552769,2023.185083,122.4129394,1721.173589,428.9908999,1.941306718,1.941306718,-0.002369714
872,7,29,17,T4,T4_7_29,31.41666667,28.8,7.926570882,2030.842,128.9216783,1716.193248,709.9522255,2.197672812,2.197672812,0.103662767
873,7,29,18,T1,T1_7_29,16.41666667,26.25,8.134898771,1924.34125,118.9321872,1630.906646,345.7528716,1.881458862,1.881458862,-1.500815218
873,7,29,18,T2,T2_7_29,27.33333333,30.65,7.955403603,2108.10725,132.6978988,1783.12507,651.7231104,2.183266493,2.183266493,1.594052084
873,7,29,18,T3,T3_7_29,17.96666667,28.7,8.067975678,2026.6655,120.4201031,1729.422649,432.855683,1.906238974,1.906238974,0.040823036
873,7,29,18,T4,T4_7_29,31.35,28.91666667,7.929920498,2035.714583,130.1330386,1718.068748,704.5100371,2.215919928,2.215919928,0.169318381
874,7,29,19,T1,T1_7_29,16.33333333,26.2,8.134531371,1922.253,118.3241095,1630.304964,345.6221932,1.871372072,1.871372072,-1.559375367
874,7,29,19,T2,T2_7_29,27.33333333,30.55,7.96017384,2103.93075,133.4128801,1777.201851,642.4616301,2.196129566,2.196129566,1.466776095
874,7,29,19,T3,T3_7_29,17.81666667,28.7,8.085764599,2026.6655,124.1709139,1720.119229,412.3479092,1.964423341,1.964423341,0.040823036
874,7,29,19,T4,T4_7_29,31.43333333,28.91666667,7.925279322,2035.714583,129.2233158,1720.313839,713.8328154,2.201744357,2.201744357,0.169318381
875,7,29,20,T1,T1_7_29,16.25,26.1,8.129081765,1918.0765,116.3074719,1631.100154,349.9175162,1.83917856,1.83917856,-1.70253319
875,7,29,20,T2,T2_7_29,27.4,30.46666667,7.955263473,2100.450333,131.95589,1777.326554,650.5593544,2.173892948,2.173892948,1.356311745
875,7,29,20,T3,T3_7_29,18.13333333,28.7,8.025248565,2026.6655,111.6605307,1751.086373,488.8587962,1.768796721,1.768796721,0.040823036
875,7,29,20,T4,T4_7_29,31.41666667,28.86666667,7.930077739,2033.626333,130.142168,1715.975134,704.1641182,2.217739219,2.217739219,0.140803459
876,7,29,21,T1,T1_7_29,16.55,26,8.134928008,1913.9,118.1444871,1622.533339,344.9051047,1.87089576,1.87089576,-1.911951985
