num,year,month,day,hour,minute,trt,combo,temp,sal,pH
787,2021,6,18,11,0,acclimation,8_2_11,18.3,29.7,8.09
788,2021,6,18,11,10,acclimation,8_2_11,18.3,29.7,8.05
789,2021,6,18,11,20,acclimation,8_2_11,18.7,29.6,8.01
790,2021,6,18,11,30,acclimation,8_2_11,18.5,29.6,8.27
791,2021,6,18,11,40,acclimation,8_2_11,18.3,29.6,8.24
792,2021,6,18,11,50,acclimation,8_2_11,18.6,29.6,8.21
793,2021,6,18,12,0,acclimation,8_2_12,18.6,29.6,8.17
794,2021,6,18,12,10,acclimation,8_2_12,18.6,29.5,8.14
795,2021,6,18,12,20,acclimation,8_2_12,18.3,29.4,8.11
796,2021,6,18,12,30,acclimation,8_2_12,18.7,29.4,8.08
797,2021,6,18,12,40,acclimation,8_2_12,18.5,29.4,8.06
798,2021,6,18,12,50,acclimation,8_2_12,18.8,29.4,8.01
799,2021,6,18,13,0,acclimation,8_2_13,18.6,29.5,8.25
800,2021,6,18,13,10,acclimation,8_2_13,19,29.5,8.25
801,2021,6,18,13,20,acclimation,8_2_13,18.8,29.5,8.2
802,2021,6,18,13,30,acclimation,8_2_13,19.1,29.5,8.17
803,2021,6,18,13,40,acclimation,8_2_13,19,29.4,8.13
804,2021,6,18,13,50,acclimation,8_2_13,19.3,29.5,8.11
805,2021,6,18,14,0,acclimation,8_2_14,18.7,29.4,8.09
806,2021,6,18,14,10,acclimation,8_2_14,19.1,29.3,8.05
807,2021,6,18,14,20,acclimation,8_2_14,18.8,29.3,8.27
808,2021,6,18,14,30,acclimation,8_2_14,18.6,29.4,8.23
809,2021,6,18,14,40,acclimation,8_2_14,19,29.4,8.21
810,2021,6,18,14,50,acclimation,8_2_14,19.1,29.5,8.18
811,2021,6,18,15,0,acclimation,8_2_15,19.2,29.4,8.15
812,2021,6,18,15,10,acclimation,8_2_15,19.2,29.5,8.1
813,2021,6,18,15,20,acclimation,8_2_15,19.2,29.5,8.09
814,2021,6,18,15,30,acclimation,8_2_15,19.2,29.5,8.04
815,2021,6,18,15,40,acclimation,8_2_15,18.9,29.5,8.27
816,2021,6,18,15,50,acclimation,8_2_15,19.1,29.5,8.25
817,2021,6,18,16,0,acclimation,8_2_16,18.9,29.5,8.22
818,2021,6,18,16,10,acclimation,8_2_16,19.2,29.6,8.19
819,2021,6,18,16,20,acclimation,8_2_16,19.2,29.7,8.15
820,2021,6,18,16,30,acclimation,8_2_16,19.3,29.7,8.12
821,2021,6,18,16,40,acclimation,8_2_16,19.6,29.7,8.08
822,2021,6,18,16,50,acclimation,8_2_16,19.3,29.7,8.04
823,2021,6,18,17,0,acclimation,8_2_17,19.7,29.7,8.28
824,2021,6,18,17,10,acclimation,8_2_17,19.5,29.7,8.24
825,2021,6,18,17,20,acclimation,8_2_17,19.6,29.6,8.21
826,2021,6,18,17,30,acclimation,8_2_17,19.5,29.6,8.18
827,2021,6,18,17,40,acclimation,8_2_17,19.3,29.6,8.15
828,2021,6,18,17,50,acclimation,8_2_17,18.9,29.6,8.11
829,2021,6,18,18,0,acclimation,8_2_18,19.7,29.6,8.08
830,2021,6,18,18,10,acclimation,8_2_18,19.4,29.5,8.05
831,2021,6,18,18,20,acclimation,8_2_18,19.1,29.5,8.27
832,2021,6,18,18,30,acclimation,8_2_18,18.9,29.5,8.25
833,2021,6,18,18,40,acclimation,8_2_18,19.1,29.5,8.21
834,2021,6,18,18,50,acclimation,8_2_18,19,29.5,8.18
835,2021,6,18,19,0,acclimation,8_2_19,18.5,29.5,8.15
836,2021,6,18,19,10,acclimation,8_2_19,19,29.5,8.1
837,2021,6,18,19,20,acclimation,8_2_19,18.8,29.5,8.27
838,2021,6,18,19,30,acclimation,8_2_19,19.2,29.4,8.26
839,2021,6,18,19,40,acclimation,8_2_19,18.7,29.5,8.2
840,2021,6,18,19,50,acclimation,8_2_19,18.5,29.4,8.18
841,2021,6,18,20,0,acclimation,8_2_20,18.9,29.4,8.16
842,2021,6,18,20,10,acclimation,8_2_20,18.8,29.4,8.11
843,2021,6,18,20,20,acclimation,8_2_20,18.9,29.4,8.28
844,2021,6,18,20,30,acclimation,8_2_20,19,29.4,8.25
845,2021,6,18,20,40,acclimation,8_2_20,18.7,29.4,8.21
846,2021,6,18,20,50,acclimation,8_2_20,19.4,29.4,8.19
847,2021,6,18,21,0,acclimation,8_2_21,19.6,29.4,8.14
848,2021,6,18,21,10,acclimation,8_2_21,19.3,29.4,8.11
849,2021,6,18,21,20,acclimation,8_2_21,19.2,29.4,8.29
850,2021,6,18,21,30,acclimation,8_2_21,19.1,29.5,8.26
851,2021,6,18,21,40,acclimation,8_2_21,19.4,29.5,8.2
852,2021,6,18,21,50,acclimation,8_2_21,19.1,29.5,8.19
853,2021,6,18,22,0,acclimation,8_2_22,19.6,29.4,8.16
854,2021,6,18,22,10,acclimation,8_2_22,19.7,29.5,8.11
855,2021,6,18,22,20,acclimation,8_2_22,19.6,29.6,8.28
856,2021,6,18,22,30,acclimation,8_2_22,19.6,29.6,8.25
857,2021,6,18,22,40,acclimation,8_2_22,19.6,29.6,8.21
858,2021,6,18,22,50,acclimation,8_2_22,19.5,29.7,8.18
859,2021,6,18,23,0,acclimation,8_2_23,19.3,29.7,8.14
860,2021,6,18,23,10,acclimation,8_2_23,19.5,29.7,8.29
861,2021,6,18,23,20,acclimation,8_2_23,19.1,29.8,8.25
862,2021,6,18,23,30,acclimation,8_2_23,19.4,29.9,8.22
863,2021,6,18,23,40,acclimation,8_2_23,19.6,30,8.18
864,2021,6,18,23,50,acclimation,8_2_23,20,30,8.28
865,2021,6,19,0,0,acclimation,8_3_0,19.4,30.1,8.25
866,2021,6,19,0,10,acclimation,8_3_0,19.3,30.2,8.23
867,2021,6,19,0,20,acclimation,8_3_0,19.3,30.2,8.17
868,2021,6,19,0,30,acclimation,8_3_0,18.9,30.2,8.28
869,2021,6,19,0,40,acclimation,8_3_0,18.8,30.3,8.25
870,2021,6,19,0,50,acclimation,8_3_0,18.7,30.3,8.23
871,2021,6,19,1,0,acclimation,8_3_1,18.6,30.2,8.19
872,2021,6,19,1,10,acclimation,8_3_1,18.6,30.2,8.28
873,2021,6,19,1,20,acclimation,8_3_1,18.7,30.2,8.24
874,2021,6,19,1,30,acclimation,8_3_1,18.8,30.3,8.23
875,2021,6,19,1,40,acclimation,8_3_1,18.4,30.3,8.19
876,2021,6,19,1,50,acclimation,8_3_1,18.5,30.3,8.28
877,2021,6,19,2,0,acclimation,8_3_2,19.1,30.4,8.24
878,2021,6,19,2,10,acclimation,8_3_2,18.8,30.3,8.29
879,2021,6,19,2,20,acclimation,8_3_2,19.3,30.2,8.24
880,2021,6,19,2,30,acclimation,8_3_2,19.1,30.1,8.29
881,2021,6,19,2,40,acclimation,8_3_2,19.6,30.1,8.25
882,2021,6,19,2,50,acclimation,8_3_2,19.1,30.1,8.28
883,2021,6,19,3,0,acclimation,8_3_3,19.5,30.1,8.24
884,2021,6,19,3,10,acclimation,8_3_3,19.1,30,8.29
885,2021,6,19,3,20,acclimation,8_3_3,19,30,8.28
886,2021,6,19,3,30,acclimation,8_3_3,18.6,30,8.28
887,2021,6,19,3,40,acclimation,8_3_3,18.6,30,8.28
888,2021,6,19,3,50,acclimation,8_3_3,18.8,30,8.28
889,2021,6,19,4,0,acclimation,8_3_4,18.6,30.1,8.28
890,2021,6,19,4,10,acclimation,8_3_4,18.5,30,8.28
891,2021,6,19,4,20,acclimation,8_3_4,18.8,29.9,8.28
892,2021,6,19,4,30,acclimation,8_3_4,18.5,29.9,8.28
893,2021,6,19,4,40,acclimation,8_3_4,18.7,29.9,8.28
894,2021,6,19,4,50,acclimation,8_3_4,18.7,30,8.29
895,2021,6,19,5,0,acclimation,8_3_5,18.5,29.9,8.27
896,2021,6,19,5,10,acclimation,8_3_5,18.6,29.8,8.29
897,2021,6,19,5,20,acclimation,8_3_5,18.9,29.7,8.28
898,2021,6,19,5,30,acclimation,8_3_5,18.7,29.7,8.27
899,2021,6,19,5,40,acclimation,8_3_5,19.1,29.7,8.29
900,2021,6,19,5,50,acclimation,8_3_5,19.1,29.6,8.28
901,2021,6,19,6,0,acclimation,8_3_6,19.2,29.6,8.28
902,2021,6,19,6,10,acclimation,8_3_6,19,29.6,8.28
903,2021,6,19,6,20,acclimation,8_3_6,19.3,29.6,8.28
904,2021,6,19,6,30,acclimation,8_3_6,19.3,29.6,8.29
905,2021,6,19,6,40,acclimation,8_3_6,19,29.6,8.27
906,2021,6,19,6,50,acclimation,8_3_6,19.1,29.5,8.27
907,2021,6,19,7,0,acclimation,8_3_7,19,29.5,8.29
908,2021,6,19,7,10,acclimation,8_3_7,19.5,29.6,8.27
909,2021,6,19,7,20,acclimation,8_3_7,19.2,29.6,8.27
910,2021,6,19,7,30,acclimation,8_3_7,19.2,29.6,8.25
911,2021,6,19,7,40,acclimation,8_3_7,19.5,29.7,8.27
912,2021,6,19,7,50,acclimation,8_3_7,19.5,29.7,8.24
913,2021,6,19,8,0,acclimation,8_3_8,19.2,29.8,8.27
914,2021,6,19,8,10,acclimation,8_3_8,19.3,29.7,8.25
915,2021,6,19,8,20,acclimation,8_3_8,19.6,29.7,8.27
916,2021,6,19,8,30,acclimation,8_3_8,19.4,29.7,8.25
917,2021,6,19,8,40,acclimation,8_3_8,19.4,29.7,8.27
918,2021,6,19,8,50,acclimation,8_3_8,19.5,29.7,8.24
919,2021,6,19,9,0,acclimation,8_3_9,19.1,29.6,8.26
920,2021,6,19,9,10,acclimation,8_3_9,19.2,29.5,8.25
921,2021,6,19,9,20,acclimation,8_3_9,19.1,29.5,8.27
922,2021,6,19,9,30,acclimation,8_3_9,19,29.4,8.25
923,2021,6,19,9,40,acclimation,8_3_9,19,29.3,8.28
924,2021,6,19,9,50,acclimation,8_3_9,19,29.2,8.25
925,2021,6,19,10,0,acclimation,8_3_10,19.7,29.2,8.28
926,2021,6,19,10,10,acclimation,8_3_10,19.3,29.2,8.25
927,2021,6,19,10,20,acclimation,8_3_10,19.5,29.3,8.27
928,2021,6,19,10,30,acclimation,8_3_10,19.9,29.2,8.25
929,2021,6,19,10,40,acclimation,8_3_10,19.3,29.1,8.28
930,2021,6,19,10,50,acclimation,8_3_10,19.5,29.1,8.25
931,2021,6,19,11,0,acclimation,8_3_11,19.5,29.1,8.28
932,2021,6,19,11,10,acclimation,8_3_11,19.2,29.1,8.25
933,2021,6,19,11,20,acclimation,8_3_11,19.8,29.1,8.28
934,2021,6,19,11,30,acclimation,8_3_11,19.6,29.1,8.24
935,2021,6,19,11,40,acclimation,8_3_11,19.7,29.2,8.28
936,2021,6,19,11,50,acclimation,8_3_11,19.7,29.3,8.24
937,2021,6,19,12,0,acclimation,8_3_12,19.8,29.4,8.28
938,2021,6,19,12,10,acclimation,8_3_12,20,29.4,8.24
939,2021,6,19,12,20,acclimation,8_3_12,19.7,29.5,8.28
940,2021,6,19,12,30,acclimation,8_3_12,19.8,29.5,8.23
941,2021,6,19,12,40,acclimation,8_3_12,19.8,29.6,8.27
942,2021,6,19,12,50,acclimation,8_3_12,19.4,29.7,8.23
943,2021,6,19,13,0,acclimation,8_3_13,19.8,29.8,8.28
944,2021,6,19,13,10,acclimation,8_3_13,19.9,29.7,8.23
945,2021,6,19,13,20,acclimation,8_3_13,19.4,29.8,8.27
946,2021,6,19,13,30,acclimation,8_3_13,19.5,29.8,8.23
947,2021,6,19,13,40,acclimation,8_3_13,19.6,29.7,8.27
948,2021,6,19,13,50,acclimation,8_3_13,19.8,29.7,8.22
949,2021,6,19,14,0,acclimation,8_3_14,20,29.7,8.26
950,2021,6,19,14,10,acclimation,8_3_14,20.2,29.7,8.21
951,2021,6,19,14,20,acclimation,8_3_14,19.8,29.7,8.25
952,2021,6,19,14,30,acclimation,8_3_14,20.3,29.7,8.22
953,2021,6,19,14,40,acclimation,8_3_14,20.2,29.6,8.27
954,2021,6,19,14,50,acclimation,8_3_14,20.1,29.6,8.22
955,2021,6,19,15,0,acclimation,8_3_15,20,29.7,8.27
956,2021,6,19,15,10,acclimation,8_3_15,20.2,29.8,8.22
957,2021,6,19,15,20,acclimation,8_3_15,20,29.8,8.25
958,2021,6,19,15,30,acclimation,8_3_15,19.9,29.7,8.22
959,2021,6,19,15,40,acclimation,8_3_15,19.8,29.7,8.25
960,2021,6,19,15,50,acclimation,8_3_15,19.8,29.8,8.22
961,2021,6,19,16,0,acclimation,8_3_16,19.9,29.8,8.25
962,2021,6,19,16,10,acclimation,8_3_16,20.2,29.9,8.22
963,2021,6,19,16,20,acclimation,8_3_16,20.3,30,8.25
964,2021,6,19,16,30,acclimation,8_3_16,19.8,29.9,8.21
965,2021,6,19,16,40,acclimation,8_3_16,19.9,29.9,8.25
966,2021,6,19,16,50,acclimation,8_3_16,20.1,29.8,8.21
967,2021,6,19,17,0,acclimation,8_3_17,20.1,29.8,8.23
968,2021,6,19,17,10,acclimation,8_3_17,19.8,29.8,8.2
969,2021,6,19,17,20,acclimation,8_3_17,19.8,29.9,8.24
970,2021,6,19,17,30,acclimation,8_3_17,19.7,29.9,8.2
971,2021,6,19,17,40,acclimation,8_3_17,19.5,29.8,8.25
972,2021,6,19,17,50,acclimation,8_3_17,19.3,29.8,8.2
973,2021,6,19,18,0,acclimation,8_3_18,20.1,29.8,8.22
974,2021,6,19,18,10,acclimation,8_3_18,19.8,29.9,8.2
975,2021,6,19,18,20,acclimation,8_3_18,19.9,29.9,8.24
976,2021,6,19,18,30,acclimation,8_3_18,19.5,30,8.2
977,2021,6,19,18,40,acclimation,8_3_18,19.8,30.1,8.24
978,2021,6,19,18,50,acclimation,8_3_18,20.1,30.2,8.19
979,2021,6,19,19,0,acclimation,8_3_19,19.9,30.1,8.23
980,2021,6,19,19,10,acclimation,8_3_19,20.1,30.1,8.19
981,2021,6,19,19,20,acclimation,8_3_19,20.2,30.1,8.22
982,2021,6,19,19,30,acclimation,8_3_19,20.2,30.1,8.19
983,2021,6,19,19,40,acclimation,8_3_19,20.2,30.1,8.21
984,2021,6,19,19,50,acclimation,8_3_19,20,30.1,8.2
985,2021,6,19,20,0,acclimation,8_3_20,19.9,30.1,8.22
986,2021,6,19,20,10,acclimation,8_3_20,19.9,30,8.19
987,2021,6,19,20,20,acclimation,8_3_20,20.1,30,8.21
988,2021,6,19,20,30,acclimation,8_3_20,19.9,29.9,8.19
989,2021,6,19,20,40,acclimation,8_3_20,19.5,29.9,8.22
990,2021,6,19,20,50,acclimation,8_3_20,19.9,30,8.19
991,2021,6,19,21,0,acclimation,8_3_21,19.9,30,8.2
992,2021,6,19,21,10,acclimation,8_3_21,19.7,30,8.2
993,2021,6,19,21,20,acclimation,8_3_21,19.6,30.1,8.19
994,2021,6,19,21,30,acclimation,8_3_21,20.1,30.1,8.2
995,2021,6,19,21,40,acclimation,8_3_21,19.9,30.2,8.19
996,2021,6,19,21,50,acclimation,8_3_21,20.4,30.1,8.19
997,2021,6,19,22,0,acclimation,8_3_22,20.3,30.1,8.18
998,2021,6,19,22,10,acclimation,8_3_22,20.3,30.1,8.2
999,2021,6,19,22,20,acclimation,8_3_22,20.2,30,8.17
1000,2021,6,19,22,30,acclimation,8_3_22,20.2,30.1,8.16
1001,2021,6,19,22,40,acclimation,8_3_22,20.2,30.1,8.19
1002,2021,6,19,22,50,acclimation,8_3_22,20.4,30.1,8.18
1003,2021,6,19,23,0,acclimation,8_3_23,20.2,30.1,8.18
1004,2021,6,19,23,10,acclimation,8_3_23,20.2,30.2,8.17
1005,2021,6,19,23,20,acclimation,8_3_23,20.4,30.2,8.19
1006,2021,6,19,23,30,acclimation,8_3_23,20.4,30.3,8.19
1007,2021,6,19,23,40,acclimation,8_3_23,20.2,30.4,8.17
1008,2021,6,19,23,50,acclimation,8_3_23,20,30.4,8.18
1009,2021,6,20,0,0,acclimation,8_4_0,20,30.5,8.17
1010,2021,6,20,0,10,acclimation,8_4_0,19.9,30.6,8.17
1011,2021,6,20,0,20,acclimation,8_4_0,20.1,30.6,8.17
1012,2021,6,20,0,30,acclimation,8_4_0,19.9,30.5,8.18
1013,2021,6,20,0,40,acclimation,8_4_0,20,30.5,8.16
1014,2021,6,20,0,50,acclimation,8_4_0,20.5,30.5,8.17
1015,2021,6,20,1,0,acclimation,8_4_1,20,30.5,8.17
1016,2021,6,20,1,10,acclimation,8_4_1,20.3,30.5,8.17
1017,2021,6,20,1,20,acclimation,8_4_1,20.3,30.5,8.17
1018,2021,6,20,1,30,acclimation,8_4_1,20.7,30.4,8.16
1019,2021,6,20,1,40,acclimation,8_4_1,20.5,30.4,8.16
1020,2021,6,20,1,50,acclimation,8_4_1,20.7,30.4,8.16
1021,2021,6,20,2,0,acclimation,8_4_2,20.8,30.4,8.16
1022,2021,6,20,2,10,acclimation,8_4_2,20.7,30.4,8.15
1023,2021,6,20,2,20,acclimation,8_4_2,20.7,30.4,8.16
1024,2021,6,20,2,30,acclimation,8_4_2,20.6,30.3,8.16
1025,2021,6,20,2,40,acclimation,8_4_2,20.7,30.3,8.17
1026,2021,6,20,2,50,acclimation,8_4_2,20.8,30.2,8.16
1027,2021,6,20,3,0,acclimation,8_4_3,20.3,30.2,8.15
1028,2021,6,20,3,10,acclimation,8_4_3,20.5,30.2,8.16
1029,2021,6,20,3,20,acclimation,8_4_3,20.5,30.2,8.16
1030,2021,6,20,3,30,acclimation,8_4_3,20.6,30.2,8.15
1031,2021,6,20,3,40,acclimation,8_4_3,20.9,30.2,8.15
1032,2021,6,20,3,50,acclimation,8_4_3,20.4,30.2,8.15
1033,2021,6,20,4,0,acclimation,8_4_4,20.8,30.2,8.15
1034,2021,6,20,4,10,acclimation,8_4_4,21,30.2,8.15
1035,2021,6,20,4,20,acclimation,8_4_4,21,30.1,8.16
1036,2021,6,20,4,30,acclimation,8_4_4,21.3,30,8.16
1037,2021,6,20,4,40,acclimation,8_4_4,21.4,29.9,8.15
1038,2021,6,20,4,50,acclimation,8_4_4,21.4,30,8.15
1039,2021,6,20,5,0,acclimation,8_4_5,20.9,29.9,8.16
1040,2021,6,20,5,10,acclimation,8_4_5,21.2,29.9,8.16
1041,2021,6,20,5,20,acclimation,8_4_5,21.1,29.9,8.15
1042,2021,6,20,5,30,acclimation,8_4_5,21,30,8.14
1043,2021,6,20,5,40,acclimation,8_4_5,20.9,29.9,8.15
1044,2021,6,20,5,50,acclimation,8_4_5,21,29.8,8.15
1045,2021,6,20,6,0,acclimation,8_4_6,21.2,29.7,8.13
1046,2021,6,20,6,10,acclimation,8_4_6,21.1,29.6,8.14
1047,2021,6,20,6,20,acclimation,8_4_6,21,29.5,8.13
1048,2021,6,20,6,30,acclimation,8_4_6,20.9,29.5,8.14
1049,2021,6,20,6,40,acclimation,8_4_6,21.2,29.4,8.13
1050,2021,6,20,6,50,acclimation,8_4_6,21.7,29.5,8.14
1051,2021,6,20,7,0,acclimation,8_4_7,21,29.5,8.13
1052,2021,6,20,7,10,acclimation,8_4_7,21.2,29.4,8.15
1053,2021,6,20,7,20,acclimation,8_4_7,21.5,29.4,8.13
1054,2021,6,20,7,30,acclimation,8_4_7,21.1,29.4,8.13
1055,2021,6,20,7,40,acclimation,8_4_7,21.5,29.4,8.14
1056,2021,6,20,7,50,acclimation,8_4_7,20.9,29.4,8.14
1057,2021,6,20,8,0,acclimation,8_4_8,21.5,29.4,8.14
1058,2021,6,20,8,10,acclimation,8_4_8,21,29.5,8.14
1059,2021,6,20,8,20,acclimation,8_4_8,21.4,29.6,8.14
1060,2021,6,20,8,30,acclimation,8_4_8,21,29.5,8.14
1061,2021,6,20,8,40,acclimation,8_4_8,21.4,29.5,8.13
1062,2021,6,20,8,50,acclimation,8_4_8,21.2,29.6,8.13
1063,2021,6,20,9,0,acclimation,8_4_9,21.5,29.7,8.14
1064,2021,6,20,9,10,acclimation,8_4_9,21.3,29.7,8.14
1065,2021,6,20,9,20,acclimation,8_4_9,21.7,29.7,8.14
1066,2021,6,20,9,30,acclimation,8_4_9,21.6,29.7,8.13
1067,2021,6,20,9,40,acclimation,8_4_9,21.5,29.7,8.13
1068,2021,6,20,9,50,acclimation,8_4_9,21.3,29.6,8.13
1069,2021,6,20,10,0,acclimation,8_4_10,21.7,29.6,8.13
1070,2021,6,20,10,10,acclimation,8_4_10,21.4,29.7,8.13
1071,2021,6,20,10,20,acclimation,8_4_10,21.1,29.6,8.13
1072,2021,6,20,10,30,acclimation,8_4_10,21.7,29.5,8.12
1073,2021,6,20,10,40,acclimation,8_4_10,21.5,29.6,8.13
1074,2021,6,20,10,50,acclimation,8_4_10,21.7,29.6,8.12
1075,2021,6,20,11,0,acclimation,8_4_11,21.5,29.5,8.12
1076,2021,6,20,11,10,acclimation,8_4_11,21.4,29.4,8.13
1077,2021,6,20,11,20,acclimation,8_4_11,21.7,29.3,8.11
1078,2021,6,20,11,30,acclimation,8_4_11,21.5,29.3,8.13
1079,2021,6,20,11,40,acclimation,8_4_11,22,29.4,8.12
1080,2021,6,20,11,50,acclimation,8_4_11,22.1,29.4,8.12
1081,2021,6,20,12,0,acclimation,8_4_12,22.2,29.4,8.13
1082,2021,6,20,12,10,acclimation,8_4_12,21.7,29.4,8.12
1083,2021,6,20,12,20,acclimation,8_4_12,21.8,29.4,8.11
1084,2021,6,20,12,30,acclimation,8_4_12,22,29.4,8.12
1085,2021,6,20,12,40,acclimation,8_4_12,22.5,29.3,8.13
1086,2021,6,20,12,50,acclimation,8_4_12,22.2,29.3,8.12
1087,2021,6,20,13,0,acclimation,8_4_13,22,29.3,8.12
1088,2021,6,20,13,10,acclimation,8_4_13,22.1,29.3,8.13
1089,2021,6,20,13,20,acclimation,8_4_13,22.3,29.3,8.12
1090,2021,6,20,13,30,acclimation,8_4_13,22.1,29.3,8.11
1091,2021,6,20,13,40,acclimation,8_4_13,21.8,29.4,8.11
1092,2021,6,20,13,50,acclimation,8_4_13,22.2,29.5,8.12
1093,2021,6,20,14,0,acclimation,8_4_14,22.2,29.5,8.12
1094,2021,6,20,14,10,acclimation,8_4_14,22.1,29.5,8.11
1095,2021,6,20,14,20,acclimation,8_4_14,21.9,29.5,8.11
1096,2021,6,20,14,30,acclimation,8_4_14,22.1,29.5,8.12
1097,2021,6,20,14,40,acclimation,8_4_14,21.8,29.6,8.11
1098,2021,6,20,14,50,acclimation,8_4_14,22.2,29.7,8.12
1099,2021,6,20,15,0,acclimation,8_4_15,21.6,29.7,8.11
1100,2021,6,20,15,10,acclimation,8_4_15,21.9,29.7,8.12
1101,2021,6,20,15,20,acclimation,8_4_15,21.5,29.7,8.11
1102,2021,6,20,15,30,acclimation,8_4_15,22.1,29.6,8.13
1103,2021,6,20,15,40,acclimation,8_4_15,21.9,29.6,8.13
1104,2021,6,20,15,50,acclimation,8_4_15,21.9,29.6,8.12
1105,2021,6,20,16,0,acclimation,8_4_16,22,29.7,8.13
1106,2021,6,20,16,10,acclimation,8_4_16,22.2,29.7,8.12
1107,2021,6,20,16,20,acclimation,8_4_16,22.1,29.7,8.11
1108,2021,6,20,16,30,acclimation,8_4_16,21.9,29.8,8.12
1109,2021,6,20,16,40,acclimation,8_4_16,21.5,29.8,8.12
1110,2021,6,20,16,50,acclimation,8_4_16,21.9,29.8,8.11
1111,2021,6,20,17,0,acclimation,8_4_17,21.9,29.9,8.12
1112,2021,6,20,17,10,acclimation,8_4_17,21.8,29.9,8.11
1113,2021,6,20,17,20,acclimation,8_4_17,21.7,29.8,8.13
1114,2021,6,20,17,30,acclimation,8_4_17,21.5,29.9,8.12
1115,2021,6,20,17,40,acclimation,8_4_17,21.8,30,8.12
1116,2021,6,20,17,50,acclimation,8_4_17,21.2,30,8.13
1117,2021,6,20,18,0,acclimation,8_4_18,21.4,29.9,8.12
1118,2021,6,20,18,10,acclimation,8_4_18,21.3,30,8.12
1119,2021,6,20,18,20,acclimation,8_4_18,21.4,30,8.13
1120,2021,6,20,18,30,acclimation,8_4_18,21.2,30,8.12
1121,2021,6,20,18,40,acclimation,8_4_18,21.2,29.9,8.12
1122,2021,6,20,18,50,acclimation,8_4_18,21.2,30,8.13
1123,2021,6,20,19,0,acclimation,8_4_19,21,30,8.12
1124,2021,6,20,19,10,acclimation,8_4_19,20.9,30,8.12
1125,2021,6,20,19,20,acclimation,8_4_19,20.6,30,8.11
1126,2021,6,20,19,30,acclimation,8_4_19,20.8,30,8.11
1127,2021,6,20,19,40,acclimation,8_4_19,20.7,30.1,8.12
1128,2021,6,20,19,50,acclimation,8_4_19,20.5,30.1,8.12
1129,2021,6,20,20,0,acclimation,8_4_20,20.7,30,8.12
1130,2021,6,20,20,10,acclimation,8_4_20,20.8,30,8.11
1131,2021,6,20,20,20,acclimation,8_4_20,20.9,30,8.12
1132,2021,6,20,20,30,acclimation,8_4_20,20.8,30.1,8.1
1133,2021,6,20,20,40,acclimation,8_4_20,20.6,30.1,8.11
1134,2021,6,20,20,50,acclimation,8_4_20,20,30,8.11
1135,2021,6,20,21,0,acclimation,8_4_21,20.5,30.1,8.11
1136,2021,6,20,21,10,acclimation,8_4_21,20.1,30.1,8.1
1137,2021,6,20,21,20,acclimation,8_4_21,20.2,30.2,8.11
1138,2021,6,20,21,30,acclimation,8_4_21,20.1,30.2,8.12
1139,2021,6,20,21,40,acclimation,8_4_21,20.7,30.2,8.11
1140,2021,6,20,21,50,acclimation,8_4_21,20.5,30.2,8.11
1141,2021,6,20,22,0,acclimation,8_4_22,20.4,30.2,8.11
1142,2021,6,20,22,10,acclimation,8_4_22,20.1,30.3,8.1
1143,2021,6,20,22,20,acclimation,8_4_22,20.5,30.3,8.1
1144,2021,6,20,22,30,acclimation,8_4_22,20.3,30.3,8.11
1145,2021,6,20,22,40,acclimation,8_4_22,20.2,30.4,8.1
1146,2021,6,20,22,50,acclimation,8_4_22,20.5,30.4,8.11
1147,2021,6,20,23,0,acclimation,8_4_23,20.6,30.4,8.11
1148,2021,6,20,23,10,acclimation,8_4_23,20.5,30.4,8.11
1149,2021,6,20,23,20,acclimation,8_4_23,20.5,30.4,8.12
1150,2021,6,20,23,30,acclimation,8_4_23,20.3,30.4,8.1
1151,2021,6,20,23,40,acclimation,8_4_23,20.3,30.3,8.11
1152,2021,6,20,23,50,acclimation,8_4_23,20.7,30.4,8.12
1153,2021,6,21,0,0,acclimation,8_5_0,20.6,30.4,8.11
1154,2021,6,21,0,10,acclimation,8_5_0,20.5,30.4,8.11
1155,2021,6,21,0,20,acclimation,8_5_0,20.6,30.4,8.11
1156,2021,6,21,0,30,acclimation,8_5_0,20.4,30.4,8.1
1157,2021,6,21,0,40,acclimation,8_5_0,20.7,30.4,8.12
1158,2021,6,21,0,50,acclimation,8_5_0,20.7,30.4,8.11
1159,2021,6,21,1,0,acclimation,8_5_1,20.6,30.3,8.11
1160,2021,6,21,1,10,acclimation,8_5_1,20.8,30.2,8.12
1161,2021,6,21,1,20,acclimation,8_5_1,20.8,30.2,8.11
1162,2021,6,21,1,30,acclimation,8_5_1,20.6,30.2,8.1
1163,2021,6,21,1,40,acclimation,8_5_1,20.4,30.1,8.11
1164,2021,6,21,1,50,acclimation,8_5_1,20.8,30,8.1
1165,2021,6,21,2,0,acclimation,8_5_2,20.7,30,8.11
1166,2021,6,21,2,10,acclimation,8_5_2,20.2,30,8.12
1167,2021,6,21,2,20,acclimation,8_5_2,20.6,29.9,8.11
1168,2021,6,21,2,30,acclimation,8_5_2,20.5,29.9,8.11
1169,2021,6,21,2,40,acclimation,8_5_2,20.6,29.9,8.12
1170,2021,6,21,2,50,acclimation,8_5_2,20.4,29.8,8.1
1171,2021,6,21,3,0,acclimation,8_5_3,20.2,29.8,8.12
1172,2021,6,21,3,10,acclimation,8_5_3,20.2,29.8,8.1
1173,2021,6,21,3,20,acclimation,8_5_3,20.2,29.8,8.11
